MARQUES;MODELE;CO2
FORD;MONDEO BREAK 1.8L;185
FORD;MONDEO BREAK 1.8L;185
KIA;SEPHIA 4P;185
KIA;SHUMA 5P;185
OPEL;ASTRA 3P 1.6L 16V BVA CLIM;185
OPEL;ASTRA 5P 1.6L 16V BVA CLIM;185
PEUGEOT;2063P 2.0i 16S;185
PEUGEOT;2063P 2.0i 16S;185
PEUGEOT;3063P 1.6i BVA;185
PEUGEOT;3064P 1.6i BVA;185
PEUGEOT;3065P 1.6i BVA;185
PEUGEOT;306BREAK 1.6i BVA;185
PEUGEOT;406BREAK 2.0HPi;185
PEUGEOT;406FAMILIALE 2.0HPi;185
RENAULT;LAGUNA 2.0L IDE 16v;185
ROVER;ROVER 75 1800 CD;185
ROVER;ROVER 75 1800 CG;185
ROVER;ROVER 75 TOURER 1800 CD;185
ROVER;ROVER 75 TOURER 1800 CG;185
TOYOTA;CELICA COUPE 1.8L;185
VOLKSWAGEN;NEWBEETLE 1.6L;185
VOLKSWAGEN;PASSAT 1.6L;185
VOLKSWAGEN;PASSAT 1.6L;185
VOLVO;S401.6L;185
VOLVO;V401.6L;185
VOLVO;S602.4L (140ch) GPL;185
FORD;FOCUS 4P 1.6L BVA;186
FORD;FOCUS 4P 1.6L BVA;186
FORD;FOCUS BREAK 1.8L;186
FORD;FOCUS BREAK 1.8L;186
FORD;FOCUS BREAK 1.8L;186
FORD;FOCUS BREAK 1.8L;186
NISSAN;ALMERA TINO 1.8L;186
NISSAN;ALMERA TINO 1.8L;186
AUDI;A33P 1.8L (125ch);187
BMW;318Ci CABRIOLET;187
CITROEN;C5BREAK 1.8i;187
CITROEN;C5BREAK 1.8i;187
CITROEN;XSARA PICASSO 1.8i;187
FORD;MONDEO 4P 1.8L;187
FORD;MONDEO 4P 1.8L;187
FORD;MONDEO 4P 1.8L;187
FORD;MONDEO 5P 1.8L;187
FORD;MONDEO 5P 1.8L;187
OPEL;VECTRA 4P 1.8L 16V;187
OPEL;VECTRA 5P 1.8L 16V;187
OPEL;VECTRA BREAK 1.8L 16V;187
PEUGEOT;406BREAK 1.8i 16V;187
PEUGEOT;406FAMILIALE 1.8i 16V;187
SEAT;IBIZA 3P 1600 (100ch);187
VOLKSWAGEN;CADDY COMBI (75ch) 5PL;187
VOLKSWAGEN;CADDY COMBI (75ch) 5PL;187
VOLKSWAGEN;GOLF GTI;187
VOLKSWAGEN;PASSAT 1.6L;187
VOLKSWAGEN;PASSAT 1.6L;187
VOLVO;S401.8L;187
VOLVO;S401.8L GPL;187
VOLVO;V401.8L;187
VOLVO;V401.8L GPL;187
VOLVO;S802.4L (140ch) GPL;187
BMW;316i BERLINE;188
BMW;316i BERLINE;188
FORD;FOCUS 5P 1.6L BVA;188
FORD;FOCUS 5P 1.6L BVA;188
FORD;FOCUS COUPE 1.6L BVA;188
FORD;FOCUS COUPE 1.6L BVA;188
NISSAN;ALMERA 3P 1.8L BVA;188
NISSAN;ALMERA 3P 1.8L BVA;188
NISSAN;ALMERA 4P 1.8L BVA;188
NISSAN;ALMERA 4P 1.8L BVA;188
NISSAN;ALMERA 5P 1.8L BVA;188
NISSAN;ALMERA 5P 1.8L BVA;188
PEUGEOT;3073P 2.0i 16S;188
PEUGEOT;3075P 2.0i 16S;188
RENAULT;KANGOO 1.4L BVA PROACTIVE;188
BMW;Z31.9i ROADSTER;189
FORD;MONDEO 4P 1.8L;189
FORD;MONDEO 5P 1.8L;189
MG;MGFVVC CD;189
MG;MGFVVC CG;189
PEUGEOT;306CABRIOLET 1.6i BVA;189
PEUGEOT;3073P 1.6i 16S BVA;189
PEUGEOT;3075P 1.6i 16S BVA;189
SEAT;CUPRA 2P 1800 20V;189
SEAT;IBIZA 3P 1800 20V;189
SUZUKI;JIMNY BERLINE BVA;189
AUDI;A33P 1.8L (125ch);190
AUDI;A33P 1.8T (150ch);190
AUDI;A33P 1.8T (180ch);190
AUDI;A35P 1.8L (125ch);190
AUDI;A35P 1.8T (150ch);190
AUDI;A35P 1.8T (180ch);190
AUDI;A42.0L (130ch) MULTITRONIC;190
BMW;318Ci COUPE;190
BMW;318i BERLINE;190
FIAT;PALIO WEEKEND 1.6L 16V CLIM;190
FIAT;PALIO WEEKEND 1.6L 16V CLIM;190
FIAT;STILO 3P 1.8L (130ch) SPORT;190
FORD;MONDEO BREAK 1.8L;190
FORD;MONDEO BREAK 1.8L;190
KIA;SEPHIA 4P 1600;190
KIA;SHUMA 5P 1600;190
MERCEDES-BENZ;A 190 BVA;190
MERCEDES-BENZ;A 190 FAMILY BVA;190
OPEL;ASTRA 3P 1.8L 16V CLIM;190
OPEL;ASTRA 5P 1.8L 16V CLIM;190
OPEL;ASTRA BREAK 1.6L 16V BVA CLIM;190
OPEL;ASTRA COUPE 1.8L 16V;190
OPEL;CORSA 3P 1.4L 16V BVA CLIM;190
OPEL;CORSA 3P 1.8L 16V CLIM;190
OPEL;ZAFIRA 1.6L 16V;190
OPEL;ZAFIRA 1.6L 16V CLIM;190
RENAULT;LAGUNA ESTATE 2.0L IDE 16v;190
RENAULT;SCENIC 1.6L 16v BVA PROACTIVE;190
RENAULT;SCENIC 2.0L 16v;190
SEAT;CORDOBA 1600 (100ch);190
SEAT;CORDOBA 2P 1600 (100ch);190
SEAT;LEON (125ch);190
SEAT;TOLEDO 1.8L;190
SKODA;OCTAVIA 1.8T (150ch) L&K 1895;190
SKODA;OCTAVIA COMBI 1.8T (150ch) L&K 1895;190
VOLKSWAGEN;BORA 1.8T;190
VOLKSWAGEN;CADDY COMBI (75ch) 5PL;190
VOLKSWAGEN;CADDY COMBI (75ch) 5PL;190
VOLKSWAGEN;GOLF CABRIOLET 2.0L;190
VOLKSWAGEN;GOLF GTI;190
VOLKSWAGEN;GOLF GTI;190
VOLKSWAGEN;PASSAT 1.6L;190
VOLKSWAGEN;PASSAT 1.6L;190
VOLKSWAGEN;PASSAT BREAK 1.6L;190
VOLKSWAGEN;PASSAT BREAK 1.6L;190
BMW;318ti COMPACT;191
FORD;MONDEO 5P 1.8L;191
FORD;MONDEO 5P 1.8L;191
HYUNDAI;MATRIX 1.6L GLS;191
PEUGEOT;206CC 2.0i 16S;191
ALFA-ROMEO;1473P 1.6TS (105ch);192
ALFA-ROMEO;1475P 1.6TS (105ch);192
AUDI;A33P 1.6L (102ch) BVA;192
AUDI;A42.0L (130ch);192
AUDI;A42.0L (130ch) MULTITRONIC;192
FORD;FOCUS 4P 1.6L BVA;192
FORD;FOCUS 4P 1.6L BVA;192
FORD;FOCUS 5P 1.6L BVA;192
FORD;FOCUS 5P 1.6L BVA;192
FORD;FOCUS COUPE 1.6L BVA;192
FORD;FOCUS COUPE 1.6L BVA;192
FORD;MONDEO 4P 1.8L;192
FORD;MONDEO BREAK 1.8L;192
KIA;RIO4P BVA;192
KIA;RIO4P BVA;192
KIA;RIO5P BVA;192
KIA;RIO5P BVA;192
OPEL;CORSA 5P 1.4L 16V BVA CLIM;192
SEAT;CORDOBA VARIO 1600 (100ch);192
SKODA;OCTAVIA 2.0L (115ch) Elegance;192
SKODA;OCTAVIA COMBI 2.0L (115ch) Elegance;192
SKODA;OCTAVIA RS;192
TOYOTA;COROLLA 5P 1.6L G6 BVA;192
VOLKSWAGEN;BORA 1.8T;192
VOLKSWAGEN;BORA BREAK 1.8T;192
VOLKSWAGEN;CADDY COMBI (60ch) 5PL;192
VOLKSWAGEN;CADDY COMBI (60ch) 5PL;192
VOLKSWAGEN;GOLF 1.6L BVA;192
VOLKSWAGEN;GOLF 1.6L BVA;192
VOLKSWAGEN;GOLF GTI;192
VOLKSWAGEN;GOLF GTI;192
VOLKSWAGEN;PASSAT BREAK 1.6L;192
VOLKSWAGEN;PASSAT BREAK 1.6L;192
FORD;MONDEO 4P 2.0L;193
FORD;MONDEO 4P 2.0L;193
SUZUKI;GRAND VITARA 3P 1.6L;193
SUZUKI;GRAND VITARA 3P CABRIOLET;193
ALFA-ROMEO;1473P 1.6TS (120ch);194
ALFA-ROMEO;1475P 1.6TS (120ch);194
AUDI;A33P 1.6L (102ch) BVA;194
AUDI;A35P 1.6L (102ch) BVA;194
AUDI;TTCOUPE 1.8T (180ch);194
FIAT;STILO 5P 1.8L (133ch) FUNZIONALE;194
FORD;MONDEO 4P 1.8L;194
FORD;MONDEO 5P 1.8L;194
MITSUBISHI;CARISMA 1.8GDI BVA;194
RENAULT;CLIO 3P 2.0L 16v;194
SKODA;OCTAVIA 1.6L (102ch) BVA Elegance;194
SKODA;OCTAVIA COMBI 1.6L (102ch) BVA Elegance;194
TOYOTA;AVENSIS 4P 1.8L BVA;194
VOLKSWAGEN;BORA 1.6L BVA;194
VOLKSWAGEN;BORA BREAK 1.6L BVA;194
VOLKSWAGEN;BORA BREAK 1.8T;194
VOLKSWAGEN;GOLF 1.6L BVA;194
VOLKSWAGEN;GOLF 1.6L BVA;194
VOLKSWAGEN;GOLF CABRIOLET 2.0L;194
VOLKSWAGEN;NEWBEETLE 1.8T;194
VOLKSWAGEN;PASSAT BREAK 1.6L;194
VOLKSWAGEN;PASSAT BREAK 1.6L;194
ALFA-ROMEO;1561.6L TS;195
ALFA-ROMEO;1561.6L TS;195
ALFA-ROMEO;1561.6L TS;195
ALFA-ROMEO;1561.6L TS;195
BMW;318i TOURING;195
DAIHATSU;GRAN MOVE X BVA;195
FIAT;MAREA WEEKEND 100;195
HONDA;HR-V 3P 1.6 SPORT;195
HONDA;HR-V 5P 1.6 SPORT;195
MAZDA;6262.0L;195
NISSAN;PRIMERA 4P 2.0L;195
NISSAN;PRIMERA 5P 2.0L;195
BMW;318Ci COUPE BVA;196
BMW;318i BERLINE BVA;196
CHRYSLER;PTCRUISER;196
FORD;FOCUS BREAK 1.6L BVA;196
FORD;FOCUS BREAK 1.6L BVA;196
FORD;FOCUS BREAK 1.6L BVA;196
FORD;FOCUS BREAK 1.6L BVA;196
FORD;MONDEO 4P 2.0L;196
FORD;MONDEO 4P 2.0L;196
FORD;MONDEO 5P 2.0L;196
FORD;MONDEO 5P 2.0L;196
MAZDA;MX-5 1.6L;196
MG;MGZR 3P 1800 CD BVA;196
MG;MGZR 3P 1800 CG BVA;196
MG;MGZR 5P 1800 CD BVA;196
MG;MGZR 5P 1800 CG BVA;196
MORGAN;373501800;196
MORGAN;373501800;196
MORGAN;373501800;196
PEUGEOT;3063P 1.8i 16S;196
PEUGEOT;3064P 1.8i 16S;196
PEUGEOT;3065P 1.8i 16S;196
PEUGEOT;306BREAK 1.8i 16S;196
ROVER;ROVER 25 3P 1800 CD BVA;196
ROVER;ROVER 25 3P 1800 CG BVA;196
ROVER;ROVER 25 5P 1800 CD BVA;196
ROVER;ROVER 25 5P 1800 CG BVA;196
AUDI;A41.8T (150ch);197
AUDI;TTCOUPE 1.8T (180ch);197
AUDI;TTROADSTER 1.8T (150ch);197
AUDI;TTROADSTER 1.8T (180ch);197
AUDI;TTROADSTER 1.8T (180ch);197
CITROEN;C52.0i 16V;197
CITROEN;XSARA 3P 2.0i 16V BVA;197
CITROEN;XSARA 5P 2.0i 16V BVA;197
FIAT;PUNTO 3P HGT;197
FIAT;PUNTO 3P HGT;197
FORD;MONDEO BREAK 1.8L;197
PEUGEOT;4062.0i 16V;197
PEUGEOT;406COUPE 2.0i 16V;197
TOYOTA;AVENSIS 5P 1.8L BVA;197
VOLKSWAGEN;NEWBEETLE 1.8T;197
VOLKSWAGEN;PASSAT 1.8T;197
VOLKSWAGEN;PASSAT 1.8T;197
VOLVO;V702.4L (140ch) GPL;197
ALFA-ROMEO;156SW 1.6L TS;198
ALFA-ROMEO;156SW 1.6L TS;198
FIAT;BARCHETTA;198
FIAT;BARCHETTA;198
FORD;MONDEO 5P 1.8L;198
FORD;MONDEO BREAK 2.0L;198
FORD;MONDEO BREAK 2.0L;198
KIA;SEPHIA 4P 1600 BVA;198
KIA;SHUMA 5P 1600 BVA;198
LANCIA;LYBRA 1.8L;198
MITSUBISHI;SPACE STAR 1.8GDI BVA;198
PEUGEOT;306CABRIOLET 1.8i 16S;198
PEUGEOT;3073P 2.0i 16S BVA;198
PEUGEOT;3075P 2.0i 16S BVA;198
SAAB;373245P 2.0T (170ch);198
SAAB;37324CABRIOLET 2.0T (170ch);198
SAAB;37324COUPE 2.0T (170ch);198
VOLVO;S402.0L;198
VOLVO;S402.0LT;198
VOLVO;V402.0L;198
VOLVO;V402.0LT;198
AUDI;A41.8T (150ch);199
AUDI;A41.8T (150ch) MULTITRONIC;199
BMW;318i TOURING BVA;199
RENAULT;LAGUNA 1.8L 16v BVA PROACTIVE;199
VOLKSWAGEN;BORA 1.6L BVA;199
VOLKSWAGEN;BORA BREAK 1.6L BVA;199
VOLKSWAGEN;GOLF 1.6L BVA;199
VOLKSWAGEN;GOLF 1.6L BVA;199
VOLKSWAGEN;NEWBEETLE 1.6L BVA;199
VOLKSWAGEN;PASSAT 1.8T;199
VOLKSWAGEN;PASSAT 1.8T;199
VOLKSWAGEN;PASSAT 2.0L;199
VOLKSWAGEN;PASSAT 2.0L;199
CHRYSLER;SEBRING CABRIOLET 2.0L;200
CITROEN;C5BREAK 2.0i 16V;200
CITROEN;XSARA BREAK 2.0i 16V BVA;200
DAIHATSU;TERIOS II X BVA;200
FORD;FOCUS BREAK 1.6L BVA;200
FORD;FOCUS BREAK 1.6L BVA;200
FORD;FOCUS BREAK 1.6L BVA;200
FORD;FOCUS BREAK 1.6L BVA;200
FORD;MONDEO 4P 2.0L;200
NISSAN;PRIMERA BREAK 2.0L;200
PEUGEOT;406BREAK 2.0i 16V;200
PEUGEOT;406FAMILIALE 2.0i 16V;200
RENAULT;SCENIC 2.0L 16v BVA PROACTIVE;200
TOYOTA;CELICA COUPE 1.8L TS;200
CITROEN;C51.8i BVA;201
CITROEN;SAXO 3P 1.6i 16V VTS;201
HONDA;HR-V 3P 1.6 REAL TIME SPORT BVA;201
MAZDA;PREMACY 1.8L;201
PEUGEOT;1063P SPORT 1.6 16V;201
PEUGEOT;4061.8i 16V BVA;201
SAAB;373245P 2.0T (150ch);201
SAAB;37324CABRIOLET 2.0T (150ch);201
SAAB;37324COUPE 2.0T (150ch);201
ALFA-ROMEO;1561.8L TS;202
ALFA-ROMEO;1561.8L TS;202
AUDI;A62.0L (130ch);202
FORD;FOCUS COUPE 2.0L;202
OPEL;ASTRA COUPE 2.2L 16V;202
OPEL;VECTRA 4P 2.2L 16V;202
OPEL;VECTRA 5P 2.2L 16V;202
SEAT;LEON (125ch);202
TOYOTA;AVENSIS VERSO 2.0L;202
TOYOTA;AVENSIS VERSO 2.0L 7PL;202
VOLKSWAGEN;BORA BREAK 1.6L BVA;202
VOLKSWAGEN;PASSAT 2.0L;202
VOLKSWAGEN;PASSAT 2.0L;202
VOLKSWAGEN;PASSAT BREAK 1.8T;202
VOLKSWAGEN;PASSAT BREAK 1.8T;202
BMW;318Ci CABRIOLET BVA;203
FORD;MONDEO 4P 2.0L;203
FORD;MONDEO 5P 2.0L;203
HONDA;ACCORD 4P 1.8i LS;203
HONDA;ACCORD 5P 1.8i LS;203
HONDA;STREAM 2.0i ES;203
HYUNDAI;COUPE 2.0L FX Série Spéciale;203
MG;MGZS 4P 1800 CD BVA;203
MG;MGZS 4P 1800 CG BVA;203
MG;MGZS 5P 1800 CD BVA;203
MG;MGZS 5P 1800 CG BVA;203
ROVER;ROVER 45 4P 1800 CD BVA;203
ROVER;ROVER 45 4P 1800 CG BVA;203
ROVER;ROVER 45 5P 1800 CD BVA;203
ROVER;ROVER 45 5P 1800 CG BVA;203
AUDI;A61.8T (150ch);204
AUDI;A61.8T (150ch);204
AUDI;A61.8T (150ch) MULTITRONIC;204
AUDI;A61.8T (150ch) MULTITRONIC;204
AUDI;A6AVANT 1.8T (150ch);204
DAEWOO;LANOS 3P 1.4L S/SE;204
DAEWOO;LANOS 5P 1.4L S/SE;204
FIAT;PANDA 1100 4X4;204
FORD;COUGAR 2.0L;204
FORD;FOCUS COUPE 2.0L;204
HONDA;HR-V 3P 1.6 REAL TIME SPORT;204
VOLKSWAGEN;PASSAT BREAK 1.8T;204
VOLKSWAGEN;PASSAT BREAK 1.8T;204
VOLKSWAGEN;PASSAT BREAK 2.0L;204
VOLKSWAGEN;PASSAT BREAK 2.0L;204
SUBARU;LEGACY BREAK 2.5L GPL;204
SUBARU;LEGACY OUTBACK 2.5L GPL;204
ALFA-ROMEO;156SW 1.8L TS;205
CHRYSLER;PTCRUISER;205
FIAT;MULTIPLA 100;205
FORD;FOCUS 4P 2.0L;205
FORD;FOCUS BREAK 2.0L;205
FORD;FOCUS BREAK 2.0L;205
FORD;MONDEO BREAK 2.0L;205
HONDA;HR-V 3P 1.6 REAL TIME SPORT VTEC;205
HONDA;HR-V 5P 1.6 REAL TIME SPORT VTEC;205
OPEL;SPEEDSTER 2.2L 16V;205
RENAULT;KANGOO 4X4 1.6L 16v;205
RENAULT;LAGUNA ESTATE 1.8L 16v BVA PROACTIVE;205
AUDI;A6AVANT 1.8T (150ch);206
CITROEN;C52.0i 16V BVA;206
DAEWOO;LANOS 3P 1.6L SX;206
DAEWOO;LANOS 5P 1.6L SX;206
DAEWOO;NUBIRA 4P 1.6L SE/SX;206
DAEWOO;NUBIRA BREAK 1.6L SE/SX;206
LANCIA;LYBRA SW 1.8L;206
MG;MGF1800 CD BVA;206
MG;MGF1800 CG BVA;206
NISSAN;PRIMERA 4P 2.0L CVT-M6;206
NISSAN;PRIMERA 5P 2.0L CVT-M6;206
PEUGEOT;4062.0i 16V BVA;206
PEUGEOT;406BREAK 1.8i 16V BVA;206
PEUGEOT;406COUPE 2.0i 16V BVA;206
PEUGEOT;406FAMILIALE 1.8i 16V BVA;206
VOLKSWAGEN;PASSAT 2.0L;206
VOLKSWAGEN;PASSAT 2.0L;206
VOLKSWAGEN;PASSAT BREAK 1.8T;206
VOLKSWAGEN;PASSAT BREAK 1.8T;206
SUBARU;FORESTER 2.0L GPL;206
ALFA-ROMEO;1562.0L SELESPEED;207
ALFA-ROMEO;1562.0L SELESPEED;207
ALFA-ROMEO;1562.0L TS;207
ALFA-ROMEO;1562.0L TS;207
FORD;FOCUS 4P 2.0L;207
FORD;FOCUS 5P 2.0L;207
FORD;FOCUS BREAK 2.0L;207
FORD;FOCUS BREAK 2.0L;207
KIA;RIO4P 1500 BVA;207
KIA;RIO4P 1500 BVA;207
KIA;RIO5P 1500 BVA;207
KIA;RIO5P 1500 BVA;207
OPEL;ASTRA 5P 1.8L 16V BVA CLIM;207
OPEL;ASTRA COUPE 2.2L 16V BVA;207
OPEL;VECTRA 4P 1.8L 16V BVA;207
OPEL;VECTRA 5P 1.8L 16V BVA;207
OPEL;VECTRA BREAK 2.2L 16V;207
OPEL;ZAFIRA 1.8L 16V CLIM;207
PEUGEOT;4062.2i 16V;207
VOLVO;S602.4L (140ch);207
CITROEN;C5BREAK 2.0i 16V BVA;208
DAEWOO;NUBIRA 4P 1.6L SE/SX;208
DAEWOO;NUBIRA 5P 1.6L SE;208
DAEWOO;NUBIRA BREAK 1.6L SE/SX;208
DAEWOO;REZZO 1.6L SX;208
PEUGEOT;406BREAK 2.0i 16V BVA;208
AUDI;A6AVANT 1.8T (150ch) MULTITRONIC;209
FORD;FOCUS 5P 2.0L;209
HONDA;ACCORD 4P 2.3i ES;209
HYUNDAI;COUPE 2.0L FX Luxe/JVC Jazz Festival;209
MAZDA;PREMACY 2.0L;209
OPEL;ASTRA CABRIOLET 2.2L 16V CLIM;209
SAAB;37385BERLINE 2.3T (250ch);209
VOLKSWAGEN;BORA V5;209
VOLKSWAGEN;GOLF CARAT V5;209
VOLKSWAGEN;GOLF CARAT V5;209
VOLKSWAGEN;PASSAT BREAK 2.0L;209
VOLKSWAGEN;PASSAT BREAK 2.0L;209
SUBARU;FORESTER 2.0L GPL BVA;209
VOLVO;S602.4L (140ch) GPL BVA;209
DAEWOO;LANOS 3P 1.5L SE/RECREO;210
DAEWOO;LANOS 5P 1.5L SE/RECREO;210
MAZDA;MX-5 1.8L;210
PEUGEOT;4062.2i 16V;210
PEUGEOT;406BREAK 2.2i 16V;210
PEUGEOT;406FAMILIALE 2.2i 16V;210
SAAB;373245P 2.0T (185ch);210
SAAB;37324CABRIOLET 2.0T (185ch);210
SAAB;37324COUPE 2.0T (185ch);210
SUBARU;IMPREZA 5P 1.6L;210
ALFA-ROMEO;1473P 2.0 SELESPEED;211
ALFA-ROMEO;1473P 2.0TS;211
ALFA-ROMEO;1475P 2.0 SELESPEED;211
ALFA-ROMEO;1475P 2.0L TS;211
AUDI;A33P 1.8L (125ch) BVA;211
AUDI;A35P 1.8L (125ch) BVA;211
KIA;SEPHIA 4P BVA;211
KIA;SHUMA 5P BVA;211
OPEL;VECTRA BREAK 1.8L 16V BVA;211
RENAULT;ESPACE 2.0L 16v;211
RENAULT;GRAND ESPACE 2.0L 16v;211
SAAB;37385BERLINE 2.3T (230ch);211
SEAT;LEON 1800 (125ch) BVA;211
SEAT;LEON 1800 (125ch) BVA;211
SEAT;TOLEDO 1.8L BVA;211
SEAT;TOLEDO 1.8L BVA;211
SEAT;TOLEDO GRAN VIA.V5;211
TOYOTA;RAV4 3P 2.0L;211
TOYOTA;RAV4 5P 2.0L;211
VOLKSWAGEN;BORA BREAK V5;211
VOLKSWAGEN;BORA V5;211
VOLKSWAGEN;GOLF CARAT V5;211
VOLKSWAGEN;GOLF CARAT V5;211
VOLKSWAGEN;GOLF CARAT V5;211
VOLKSWAGEN;PASSAT BREAK 2.0L;211
VOLKSWAGEN;PASSAT BREAK 2.0L;211
VOLVO;S602.4L (140ch) GPL;211
VOLVO;S802.4L (140ch);211
VOLVO;V702.4L (140ch);211
BMW;320Ci COUPE;212
PEUGEOT;406BREAK 2.2i 16V;212
PEUGEOT;406FAMILIALE 2.2i 16V;212
VOLVO;S401.8L BVA;212
VOLVO;S40T4;212
VOLVO;V401.8L BVA;212
VOLVO;V40T4;212
SUBARU;LEGACY OUTBACK 2.5L GPL BVA;212
BMW;320Ci COUPE;213
BMW;320i BERLINE;213
BMW;320i BERLINE;213
BMW;520i BERLINE;213
KIA;CARENS BREAK 8CV;213
KIA;CARENS BREAK 8CV;213
SAAB;373245P 2.0T (150ch);213
SAAB;37324CABRIOLET 2.0T (150ch);213
SAAB;37324COUPE 2.0T (150ch);213
TOYOTA;AVENSIS VERSO 2.0L 7PL BVA;213
TOYOTA;AVENSIS VERSO 2.0L BVA;213
VOLVO;S802.4L (140ch) GPL;213
ALFA-ROMEO;156SW 2.0L SELESPEED;214
ALFA-ROMEO;156SW 2.0L TS;214
BMW;316i BERLINE BVA;214
BMW;316i BERLINE BVA;214
MAZDA;6262.0L BVA;214
OPEL;ASTRA CABRIOLET 2.2L 16V BVA CLIM;214
OPEL;ASTRA COUPE 2.0T 16V;214
OPEL;ZAFIRA 2.2L 16V CLIM;214
SAAB;37385ESTATE 2.3T (250ch);214
VOLKSWAGEN;BORA BREAK V5;214
VOLKSWAGEN;BORA V5;214
VOLKSWAGEN;GOLF CARAT V5;214
VOLKSWAGEN;NEWBEETLE V5;214
VOLVO;S602.4L (170ch);214
BMW;323i BERLINE;215
BMW;325ti COMPACT;215
CITROEN;XSARA 3P 2.0i 16V;215
HONDA;ACCORD COUPE 2.0i ES;215
VOLVO;S802.4L (170ch);215
VOLVO;S802.4L (140ch) GPL BVA;215
AUDI;A33P 1.8T (150ch) BVA;216
AUDI;A33P 1.8T (180ch) TIPTRONIC;216
AUDI;A35P 1.8T (150ch) BVA;216
AUDI;A35P 1.8T (180ch) TIPTRONIC;216
BMW;320i TOURING;216
BMW;320i TOURING;216
CITROEN;JUMPY 2.0i 16V;216
CITROEN;JUMPY 2.0i 16V;216
CITROEN;JUMPY 2.0i 16V;216
CITROEN;JUMPY 2.0i 16V;216
KIA;CARENS BREAK 8CV;216
KIA;CARENS BREAK 8CV;216
PEUGEOT;EXPERT 2.0i 16V;216
PEUGEOT;EXPERT 2.0i 16V;216
SAAB;373245P 2.0T (205ch);216
SAAB;37324COUPE 2.0T (205ch);216
SKODA;OCTAVIA 1.8T (150ch) L&K 1895 BVA;216
SKODA;OCTAVIA COMBI 1.8T (150ch) L&K 1895 BVA;216
VOLVO;S402.0L BVA;216
VOLVO;V402.0L BVA;216
VOLVO;V702.4L (170ch);216
BMW;325Ci COUPE;217
BMW;325i BERLINE;217
BMW;325i BERLINE;217
NISSAN;PRIMERA BREAK 2.0L CVT-M6;217
SAAB;37324CABRIOLET 2.0T (205ch);217
VOLVO;S402.0LT BVA;217
VOLVO;V402.0LT BVA;217
AUDI;A33P 1.8T (180ch) TIPTRONIC;218
AUDI;A35P 1.8T (150ch) BVA;218
AUDI;A35P 1.8T (180ch) TIPTRONIC;218
BMW;320i TOURING;218
BMW;330Ci COUPE;218
BMW;330i BERLINE;218
BMW;330i BERLINE;218
MERCEDES-BENZ;E 200 K BERLINE;218
SAAB;37385BERLINE 2.0T (150ch);218
VOLKSWAGEN;GOLF CABRIOLET CARAT 2.0L BVA;218
VOLKSWAGEN;PASSAT V5;218
VOLKSWAGEN;PASSAT V5;218
CHEVROLET;ALERO 2.4L;219
FORD;MONDEO 4P 2.0L BVA;219
FORD;MONDEO 4P 2.0L BVA;219
FORD;MONDEO 5P 2.0L BVA;219
FORD;MONDEO 5P 2.0L BVA;219
OPEL;VECTRA 4P 2.2L 16V BVA;219
OPEL;VECTRA 5P 2.2L 16V BVA;219
OPEL;ZAFIRA 1.8L 16V BVA CLIM;219
PEUGEOT;6072.2i 16S;219
SAAB;37385ESTATE 2.3T (230ch);219
VOLVO;V702.4L (140ch) GPL;219
ALFA-ROMEO;GTV2.0L TS;220
ALFA-ROMEO;GTV2.0L TS;220
ALFA-ROMEO;SPIDER 2.0L TS;220
ALFA-ROMEO;SPIDER 2.0L TS;220
BMW;318Ci COUPE BVA;220
BMW;318i BERLINE BVA;220
BMW;Z32.0 ROADSTER;220
NISSAN;MAXIMA 2.0L;220
VOLVO;S602.4LT;220
AUDI;A41.8T (150ch) QUATTRO;221
BMW;325i TOURING;221
BMW;325i TOURING;221
CHEVROLET;ALERO 2.4L BVA;221
CITROEN;EVASION 2.0i 16V;221
FIAT;ULYSSE 2.0L 16V;221
FIAT;ULYSSE 2.0L 16V;221
FORD;MONDEO BREAK 2.0L BVA;221
FORD;MONDEO BREAK 2.0L BVA;221
LANCIA;Z 2.0L 16V;221
LANCIA;Z 2.0L 16V;221
MORGAN;PLUS 4 2000;221
MORGAN;PLUS 4 2000;221
MORGAN;PLUS 4 2000;221
NISSAN;X-TRAIL 2.0L;221
PEUGEOT;8062.0i 16V;221
SAAB;373245P 2.0T (170ch);221
SAAB;37324CABRIOLET 2.0T (170ch);221
SAAB;37324COUPE 2.0T (170ch);221
VOLKSWAGEN;GOLF CABRIOLET CARAT 2.0L BVA;221
VOLKSWAGEN;PASSAT V5;221
VOLKSWAGEN;PASSAT V5;221
VOLVO;V702.4L (140ch) GPL BVA;221
BMW;330i TOURING;222
BMW;330i TOURING;222
BMW;Z32.2i ROADSTER;222
VOLVO;S60T5;222
VOLVO;V702.4LT;222
AUDI;A35P 1.8T (180ch) QUATTRO BV6;223
AUDI;A41.8T (150ch) QUATTRO;223
AUDI;S33P (210ch) BV6;223
AUDI;S33P (210ch) BV6;223
BMW;328i TOURING;223
DAEWOO;LANOS 3P 1.6L SX BVA;223
DAEWOO;LANOS 5P 1.6L SX BVA;223
FORD;MONDEO BREAK 2.0L BVA;223
FORD;MONDEO BREAK 2.0L BVA;223
HYUNDAI;TRAJET 2.0L GLS Confort;223
NISSAN;ALMERA TINO 2.0L CVT;223
RENAULT;ESPACE 2.0L 16v BVA PROACTIVE;223
SAAB;37385BERLINE 2.3T (185ch);223
SAAB;37385ESTATE 2.0T (150ch);223
